movie,production_budget,domestic_gross,worldwide_gross,Profit,Percent_Profit,Release_Month,Release_Year
Pulse,20500000,20264436,30241435,9741435,0.4751919512195122,Aug,2006
Beauty and the Beast,20000000,376057266,608431132,588431132,29.4215566,Nov,1991
Raiders of the Lost Ark,20000000,225686079,367452079,347452079,17.37260395,Jun,1981
Us,20000000,175006930,254210310,234210310,11.7105155,Mar,2019
Home Alone 2: Lost in New York,20000000,173585516,358994850,338994850,16.9497425,Nov,1992
Close Encounters of the Third Kind,20000000,169100479,340800479,320800479,16.04002395,Nov,1977
Beverly Hills Cop II,20000000,153665036,276665036,256665036,12.8332518,May,1987
La La Land,20000000,151101803,426351163,406351163,20.31755815,Dec,2016
The Conjuring,20000000,137400141,318000141,298000141,14.90000705,Jul,2013
Bringing Down the House,20000000,132675402,164675402,144675402,7.2337701,Mar,2003
Wonder,20000000,132422809,304604712,284604712,14.2302356,Nov,2017
The Silence of the Lambs,20000000,130726716,275726716,255726716,12.7863358,Feb,1991
Wayne's World,20000000,121697323,183097323,163097323,8.15486615,Feb,1992
Jackass 3D,20000000,117229692,171685793,151685793,7.58428965,Oct,2010
Bad Moms,20000000,113257297,180998716,160998716,8.0499358,Jul,2016
Glass,20000000,111035005,245303505,225303505,11.26517525,Jan,2019
Jaws 2,20000000,102922376,208900376,188900376,9.4450188,Jun,1978
Beverly Hills Chihuahua,20000000,94514402,154218168,134218168,6.7109084,Oct,2008
Tammy,20000000,84525432,96407655,76407655,3.82038275,Jul,2014
Are We There Yet?,20000000,82674398,98114471,78114471,3.90572355,Jan,2005
The Descendants,20000000,82624961,175507800,155507800,7.77539,Nov,2011
School of Rock,20000000,81261177,131944672,111944672,5.5972336,Oct,2003
Disturbia,20000000,80818974,118537627,98537627,4.92688135,Apr,2007
Free Willy,20000000,77698625,153698625,133698625,6.68493125,Jul,1993
Tyler Perryâs Boo! A Madea Halloween,20000000,73206343,73206343,53206343,2.66031715,Oct,2016
Mortal Kombat,20000000,70433227,122133227,102133227,5.10666135,Aug,1995
White Chicks,20000000,69148997,111448997,91448997,4.57244985,Jun,2004
Obsessed,20000000,68261644,73964713,53964713,2.69823565,Apr,2009
Holes,20000000,67383924,71232214,51232214,2.5616107,Apr,2003
Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887,46950887,2.34754435,Jun,2012
The Last Song,20000000,62950384,92678948,72678948,3.6339474,Mar,2010
Why Did I Get Married Too?,20000000,60095852,60831067,40831067,2.04155335,Apr,2010
La vita Ã¨ bella,20000000,57598247,229385361,209385361,10.46926805,Oct,1998
12 Years a Slave,20000000,56671993,181025343,161025343,8.05126715,Oct,2013
Drumline,20000000,56398162,56398162,36398162,1.8199081,Dec,2002
Me Before You,20000000,56245075,208265198,188265198,9.4132599,Jun,2016
What Men Want,20000000,54611903,69911903,49911903,2.49559515,Feb,2019
Barbershop: The Next Cut,20000000,54030051,54404202,34404202,1.7202101,Apr,2016
Edward Scissorhands,20000000,53976987,53976987,33976987,1.69884935,Dec,1990
A Simple Favor,20000000,53548586,97628717,77628717,3.88143585,Sep,2018
Selma,20000000,52076908,66776576,46776576,2.3388288,Jan,2015
Popeye,20000000,49823037,49823037,29823037,1.49115185,Dec,1980
Date Movie,20000000,48548426,85146165,65146165,3.25730825,Feb,2006
Peter Pan: Return to Neverland,20000000,48430258,109862682,89862682,4.4931341,Feb,2002
The Jungle Book 2,20000000,47901582,140122225,120122225,6.00611125,Feb,2003
Premonition,20000000,47852604,81461343,61461343,3.07306715,Mar,2007
Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572,27879572,1.3939786,Oct,2017
Boogeyman,20000000,46752382,67192859,47192859,2.35964295,Feb,2005
The Tigger Movie,20000000,45542421,96147688,76147688,3.8073844,Feb,2000
Spotlight,20000000,45055776,92088460,72088460,3.604423,Nov,2015
Acrimony,20000000,43549096,46627836,26627836,1.3313918,Mar,2018
Max,20000000,42656255,43658157,23658157,1.18290785,Jun,2015
Meet the Browns,20000000,41975388,41975388,21975388,1.0987694,Mar,2008
Orphan,20000000,41596251,78769428,58769428,2.9384714,Jul,2009
The Star,20000000,40847995,62758010,42758010,2.1379005,Nov,2017
Epic Movie,20000000,39739367,86858578,66858578,3.3429289,Jan,2007
Lakeview Terrace,20000000,39263506,44821299,24821299,1.24106495,Sep,2008
The Grudge 2,20000000,39143839,70743839,50743839,2.53719195,Oct,2006
Nerve,20000000,38583626,70652284,50652284,2.5326142,Jul,2016
Conan the Barbarian,20000000,38264085,79114085,59114085,2.95570425,May,1982
How Stella Got Her Groove Back,20000000,37672944,37672944,17672944,0.8836472,Aug,1998
Bill & Ted's Bogus Journey,20000000,37537675,37537675,17537675,0.87688375,Jul,1991
Man of the Year,20000000,37442180,41342180,21342180,1.067109,Oct,2006
Risen,20000000,36880033,46255763,26255763,1.31278815,Feb,2016
Vampires Suck,20000000,36661504,81424988,61424988,3.0712494,Aug,2010
The Black Hole,20000000,35841901,35841901,15841901,0.79209505,Dec,1979
The American,20000000,35606376,67950723,47950723,2.39753615,Sep,2010
Selena,20000000,35450113,35450113,15450113,0.77250565,Mar,1997
A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,16265745,0.81328725,Nov,2011
Eternal Sunshine of the Spotless Mind,20000000,34366518,72570762,52570762,2.6285381,Mar,2004
Texas Chainsaw 3D,20000000,34341945,47666013,27666013,1.38330065,Jan,2013
Babel,20000000,34302837,132121212,112121212,5.6060606,Oct,2006
This is Where I Leave You,20000000,34296320,41296320,21296320,1.064816,Sep,2014
Doubt,20000000,33446470,53191101,33191101,1.65955505,Dec,2008
Team America: World Police,20000000,32774834,50948811,30948811,1.54744055,Oct,2004
Copycat,20000000,32051917,32051917,12051917,0.60259585,Oct,1995
Scary Movie V,20000000,32015787,78613981,58613981,2.93069905,Apr,2013
She's Out of My League,20000000,32010860,48680977,28680977,1.43404885,Mar,2010
Milk,20000000,31841299,57293371,37293371,1.86466855,Nov,2008
Paint Your Wagon,20000000,31678778,31678778,11678778,0.5839389,Oct,1969
The Debt,20000000,31177548,46604054,26604054,1.3302027,Aug,2011
Ghost Ship,20000000,30113491,68349884,48349884,2.4174942,Oct,2002
Daybreakers,20000000,30101577,51445503,31445503,1.57227515,Jan,2010
The Bank Job,20000000,30060660,66143005,46143005,2.30715025,Mar,2008
Wild Things,20000000,29795299,55576699,35576699,1.77883495,Mar,1998
The Stepfather,20000000,29062561,29227561,9227561,0.46137805,Oct,2009
High Fidelity,20000000,27277055,47881663,27881663,1.39408315,Mar,2000
Stick It,20000000,26910736,30399714,10399714,0.5199857,Apr,2006
One Missed Call,20000000,26890041,44513466,24513466,1.2256733,Jan,2008
Eye for an Eye,20000000,26792700,26792700,6792700,0.339635,Jan,1996
Street Kings,20000000,26418667,65457811,45457811,2.27289055,Apr,2008
The World's End,20000000,26004851,47508505,27508505,1.37542525,Aug,2013
From Dusk Till Dawn,20000000,25728961,25732986,5732986,0.2866493,Jan,1996
You Again,20000000,25702053,32838945,12838945,0.64194725,Sep,2010
Nancy Drew,20000000,25584685,30703845,10703845,0.53519225,Jun,2007
Alpha and Omega 3D,20000000,25107267,48958353,28958353,1.44791765,Sep,2010
On the Basis of Sex,20000000,24622687,38073377,18073377,0.90366885,Dec,2018
Endless Love,20000000,23438250,34718173,14718173,0.73590865,Feb,2014
The Covenant,20000000,23364784,38164784,18164784,0.9082392,Sep,2006
Monte Carlo,20000000,23186769,39686769,19686769,0.98433845,Jul,2011
Stay Alive,20000000,23086480,23187506,3187506,0.1593753,Mar,2006
2 For the Money,20000000,22991379,30491379,10491379,0.52456895,Oct,2005
Rough Night,20000000,22105643,46844357,26844357,1.34221785,Jun,2017
Psycho,20000000,21541218,37226218,17226218,0.8613109,Dec,1998
Quigley Down Under,20000000,21413105,21413105,1413105,0.07065525,Oct,1990
To Die For,20000000,21284514,27688744,7688744,0.3844372,Sep,1995
Shorts,20000000,20919166,29870801,9870801,0.49354005,Aug,2009
Vampires,20000000,20268825,20268825,268825,0.01344125,Oct,1998
Appaloosa,20000000,20211394,27911453,7911453,0.39557265,Sep,2008
Secret in Their Eyes,20000000,20180155,32608019,12608019,0.63040095,Nov,2015
Yu-Gi-Oh,20000000,19762690,28762690,8762690,0.4381345,Aug,2004
Reign Over Me,20000000,19661987,20081987,81987,0.00409935,Mar,2007
My Best Friend's Girl,20000000,19219250,34787111,14787111,0.73935555,Sep,2008
Georgia Rule,20000000,18882880,20819601,819601,0.04098005,May,2007
Under the Rainbow,20000000,18826490,18826490,-1173510,-0.0586755,Jul,1981
Ladyhawke,20000000,18400000,18400000,-1600000,-0.08,Apr,1985
Into the Wild,20000000,18354356,56822960,36822960,1.841148,Sep,2007
Simon Birch,20000000,18253415,18310591,-1689409,-0.08447045,Sep,1998
Pooh's Heffalump Movie,20000000,18098433,55686944,35686944,1.7843472,Feb,2005
School for Scoundrels,20000000,17807569,17807569,-2192431,-0.10962155,Sep,2006
Silent Hill: Revelation 3D,20000000,17530219,55975672,35975672,1.7987836,Oct,2012
Home for the Holidays,20000000,17468887,22119269,2119269,0.10596345,Nov,1995
The Zookeeperâs Wife,20000000,17445186,26308749,6308749,0.31543745,Mar,2017
Fired Up,20000000,17231291,18608570,-1391430,-0.0695715,Feb,2009
Kung Fu Hustle,20000000,17104669,102034104,82034104,4.1017052,Apr,2005
The Country Bears,20000000,16988996,16988996,-3011004,-0.1505502,Jul,2002
Flatliners,20000000,16883115,45173738,25173738,1.2586869,Sep,2017
Dead Silence,20000000,16574590,20614661,614661,0.03073305,Mar,2007
21 Grams,20000000,16248701,59667625,39667625,1.98338125,Nov,2003
Armored,20000000,15988876,23661038,3661038,0.1830519,Dec,2009
The Kite Runner,20000000,15800078,74180745,54180745,2.70903725,Dec,2007
Paparazzi,20000000,15712072,16612072,-3387928,-0.1693964,Sep,2004
A Guy Thing,20000000,15543862,17430594,-2569406,-0.1284703,Jan,2003
The Greatest Story Ever Told,20000000,15473333,15473333,-4526667,-0.22633335,Feb,1965
Loser,20000000,15464026,18250106,-1749894,-0.0874947,Jul,2000
Twilight,20000000,15055091,15055091,-4944909,-0.24724545,Mar,1998
Capitalism: A Love Story,20000000,14363397,19121531,-878469,-0.04392345,Sep,2009
Lockout,20000000,14326865,33943049,13943049,0.69715245,Apr,2012
Disaster Movie,20000000,14190901,36720752,16720752,0.8360376,Aug,2008
What's Your Number?,20000000,14011084,30163785,10163785,0.50818925,Sep,2011
The Man Who Knew Too Little,20000000,13801755,13801755,-6198245,-0.30991225,Nov,1997
Crank 2: High Voltage,20000000,13684249,35472739,15472739,0.77363695,Apr,2009
Burnt,20000000,13651946,36773510,16773510,0.8386755,Oct,2015
Envy,20000000,13548322,14566246,-5433754,-0.2716877,Apr,2004
One Night with the King,20000000,13395961,13725032,-6274968,-0.3137484,Oct,2006
Bullets Over Broadway,20000000,13383747,13383747,-6616253,-0.33081265,Oct,1994
Ghost Town,20000000,13367624,29958228,9958228,0.4979114,Sep,2008
The Quiet American,20000000,12987647,26348203,6348203,0.31741015,Nov,2002
Triple 9,20000000,12639297,25943792,5943792,0.2971896,Feb,2016
The Light Between Oceans,20000000,12545979,22281732,2281732,0.1140866,Sep,2016
The Weather Man,20000000,12482775,15466961,-4533039,-0.22665195,Oct,2005
Undisputed,20000000,12398628,12398628,-7601372,-0.3800686,Aug,2002
12 Rounds,20000000,12234694,17306648,-2693352,-0.1346676,Mar,2009
Let Me In,20000000,12134935,28270399,8270399,0.41351995,Oct,2010
3 Ninjas Kick Back,20000000,11744960,11744960,-8255040,-0.412752,May,1994
Be Kind Rewind,20000000,11175164,30894247,10894247,0.54471235,Feb,2008
Mrs. Henderson Presents,20000000,11036366,27836366,7836366,0.3918183,Dec,2005
Deconstructing Harry,20000000,10686841,10686841,-9313159,-0.46565795,Dec,1997
Three to Tango,20000000,10570375,10570375,-9429625,-0.47148125,Oct,1999
We're No Angels,20000000,10555348,10555348,-9444652,-0.4722326,Dec,1989
Everyone Says I Love You,20000000,9725847,34600000,14600000,0.73,Dec,1996
Death Sentence,20000000,9534258,16907831,-3092169,-0.15460845,Aug,2007
Popstar: Never Stop Never Stopping,20000000,9496130,9537120,-10462880,-0.523144,Jun,2016
Thank You for Your Service,20000000,9479390,9985316,-10014684,-0.5007342,Oct,2017
Everybody's Fine,20000000,9208876,9208876,-10791124,-0.5395562,Dec,2009
Superbabies: Baby Geniuses 2,20000000,9109322,9355369,-10644631,-0.53223155,Aug,2004
Battle of the Year,20000000,8888355,16723377,-3276623,-0.16383115,Sep,2013
Ratchet and Clank,20000000,8813410,14365639,-5634361,-0.28171805,Apr,2016
Death at a Funeral,20000000,8580428,46790428,26790428,1.3395214,Aug,2007
The Man,20000000,8330720,10393696,-9606304,-0.4803152,Sep,2005
Code Name: The Cleaner,20000000,8135024,8135024,-11864976,-0.5932488,Jan,2007
Inherent Vice,20000000,8110975,14772346,-5227654,-0.2613827,Dec,2014
Connie & Carla,20000000,8047525,8047525,-11952475,-0.59762375,Apr,2004
Machete Kills,20000000,8008161,18273009,-1726991,-0.08634955,Oct,2013
Sweet Charity,20000000,8000000,8000000,-12000000,-0.6,Jan,1969
Doogal,20000000,7578946,28058652,8058652,0.4029326,Feb,2006
Proof,20000000,7535331,8284331,-11715669,-0.58578345,Sep,2005
An American Carol,20000000,7013191,7022183,-12977817,-0.64889085,Oct,2008
Willard,20000000,6882696,6882696,-13117304,-0.6558652,Mar,2003
Strange Wilderness,20000000,6575282,6947084,-13052916,-0.6526458,Feb,2008
Little Boy,20000000,6485961,17769299,-2230701,-0.11153505,Apr,2015
Topsy Turvy,20000000,6201757,6201757,-13798243,-0.68991215,Dec,1999
Chasing Mavericks,20000000,6002756,8300821,-11699179,-0.58495895,Oct,2012
A Dangerous Method,20000000,5702083,14807531,-5192469,-0.25962345,Nov,2011
A Scanner Darkly,20000000,5501616,7405084,-12594916,-0.6297458,Jul,2006
Bandslam,20000000,5210988,12967829,-7032171,-0.35160855,Aug,2009
Alone in the Dark,20000000,5178569,10588079,-9411921,-0.47059605,Jan,2005
Birth,20000000,5005899,14603001,-5396999,-0.26984995,Oct,2004
Hands of Stone,20000000,4712792,5031975,-14968025,-0.74840125,Aug,2016
Passchendaele,20000000,4452423,4453327,-15546673,-0.77733365,Oct,2008
Flash of Genius,20000000,4442377,4504111,-15495889,-0.77479445,Oct,2008
Iâm Not There,20000000,4017609,12397613,-7602387,-0.38011935,Nov,2007
The Cold Light of Day,20000000,3763583,25361206,5361206,0.2680603,Sep,2012
The Brothers Bloom,20000000,3531756,5531756,-14468244,-0.7234122,May,2009
"Synecdoche, New York",20000000,3083538,4383538,-15616462,-0.7808231,Oct,2008
Suspiria,20000000,2483472,7034615,-12965385,-0.64826925,Oct,2018
LBJ,20000000,2468683,2507181,-17492819,-0.87464095,Nov,2017
Mononoke-hime,20000000,2374107,150350000,130350000,6.5175,Oct,1999
Bon Voyage,20000000,2353728,8361736,-11638264,-0.5819132,Mar,2004
My All-American,20000000,2246000,2246000,-17754000,-0.8877,Nov,2015
Can't Stop the Music,20000000,2000000,2000000,-18000000,-0.9,Jun,1980
The Proposition,20000000,1903434,5313608,-14686392,-0.7343196,May,2006
Marci X,20000000,1646664,1646664,-18353336,-0.9176668,Aug,2003
Equilibrium,20000000,1190018,5345869,-14654131,-0.73270655,Dec,2002
Dylan Dog: Dead of Night,20000000,1186538,6093725,-13906275,-0.69531375,Apr,2011
The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907,-18934093,-0.94670465,Aug,2012
The Children of Huang Shi,20000000,1031872,8221700,-11778300,-0.588915,May,2008
The Yards,20000000,882710,2282710,-17717290,-0.8858645,Oct,2000
Middle Men,20000000,754301,754301,-19245699,-0.96228495,Aug,2010
JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,43888531,23888531,1.19442655,Apr,2017
All Good Things,20000000,582024,873617,-19126383,-0.95631915,Dec,2010
By the Sea,20000000,538460,3727746,-16272254,-0.8136127,Nov,2015
Steamboy,20000000,468867,10468867,-9531133,-0.47655665,Mar,2005
The Game of Their Lives,20000000,375474,375474,-19624526,-0.9812263,Apr,2005
Rapa Nui,20000000,305070,305070,-19694930,-0.9847465,Sep,1994
The Tempest,20000000,277943,277943,-19722057,-0.98610285,Dec,2010
é·æ±ä¸è (CJ7),20000000,206678,47300771,27300771,1.36503855,Mar,2008
The Burning Plain,20000000,200730,1167092,-18832908,-0.9416454,Sep,2009
Les Couloirs du temps: Les visiteurs 2,20000000,146072,26146072,6146072,0.3073036,Mar,1998
People I Know,20000000,121972,5694213,-14305787,-0.71528935,Apr,2003
Regression,20000000,55039,15824374,-4175626,-0.2087813,Oct,2015
Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590,2139590,0.1069795,Apr,2010
The Touch,20000000,0,5918742,-14081258,-0.7040629,Mar,2004
Survivor,20000000,0,1703281,-18296719,-0.91483595,May,2015
The History of Love,20000000,0,476624,-19523376,-0.9761688,Nov,2016
Der Baader Meinhof Komplex,19700000,476270,16498827,-3201173,-0.16249609137055837,Aug,2009
The Shape of Water,19500000,63859435,195790794,176290794,9.040553538461538,Dec,2017
De rouille et dâos,19500000,2061449,29393634,9893634,0.5073658461538462,Nov,2012
The Painted Veil,19400000,8060487,15118795,-4281205,-0.22068067010309278,Dec,2006
The Frozen Ground,19200000,0,5617460,-13582540,-0.7074239583333334,Aug,2013
The Devil's Double,19100000,1361512,5965646,-13134354,-0.6876625130890053,Jul,2011
Back to the Future,19000000,212259762,385524784,366524784,19.290778105263158,Jul,1985
Dances with Wolves,19000000,184208842,424200000,405200000,21.326315789473686,Nov,1990
Scary Movie,19000000,157019771,277200000,258200000,13.589473684210526,Jul,2000
Bad Teacher,19000000,100292856,215448997,196448997,10.339420894736842,Jun,2011
Sausage Party,19000000,97670358,141344255,122344255,6.439171315789474,Aug,2016
Sea of Love,19000000,58571513,58571513,39571513,2.0827112105263157,Sep,1989
Just Married,19000000,56127162,101564935,82564935,4.345522894736842,Jan,2003
I Can Do Bad All By Myself,19000000,51733921,51733921,32733921,1.722837947368421,Sep,2009
A Cinderella Story,19000000,51438175,70164105,51164105,2.6928476315789474,Jul,2004
